Student: Cristobal Gray, Student Number: 1, Program: Basic principles and practices in cybersecurity., Current Module: Introduction to Cybersecurity, Module Completed: Introduction to Cybersecurity: 88, Module to Repeat: null
Student: Tabina Dickenson, Student Number: 54, Program: Investigation and analysis of digital evidence for legal purposes., Current Module: Computer Forensics Investigation, Module Completed: Computer Forensics Investigation: 89, Module to Repeat: null
Student: Kathi MacCallum, Student Number: 55, Program: Concepts and applications of Internet of Things (IoT)., Current Module: Introduction to Internet of Things, Module Completed: Introduction to Internet of Things: 85, Module to Repeat: null
Student: Kathi MacCallum, Student Number: 55, Program: Design principles and methods for human-computer interaction., Current Module: Human-Computer Interaction Design, Module Completed: Human-Computer Interaction Design: 82, Module to Repeat: null
Student: Kathi MacCallum, Student Number: 55, Program: Practices and methodologies for managing IT projects., Current Module: IT Project Management Practices, Module Completed: IT Project Management Practices: 88, Module to Repeat: null
Student: Trever Aickin, Student Number: 56, Program: Fundamental concepts and techniques in game development., Current Module: Game Development Fundamentals, Module Completed: Game Development Fundamentals: 28, Module to Repeat: Game Development Fundamentals
Student: Trever Aickin, Student Number: 56, Program: Techniques and tools for data analysis and interpretation., Current Module: Data Science Techniques, Module Completed: Data Science Techniques: 88,Data Science Techniques: 80, Module to Repeat: null
Student: Walther Donnelly, Student Number: 57, Program: Applications of computer vision in various domains., Current Module: Computer Vision Applications, Module Completed: Computer Vision Applications: 44, Module to Repeat: null
Student: Remington Foakes, Student Number: 58, Program: Concepts and principles of quantum computing., Current Module: Quantum Computing Concepts, Module Completed: Quantum Computing Concepts: 88, Module to Repeat: null
Student: Vanna Gounel, Student Number: 59, Program: Practices and methodologies for managing IT projects., Current Module: IT Project Management Practices, Module Completed: IT Project Management Practices: 88, Module to Repeat: null
Student: Tobe Simmons, Student Number: 60, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Clayborn Brokenbrow, Student Number: 61, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Rodolph Borland, Student Number: 62, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Brion Imlacke, Student Number: 63, Program: Advanced data structures and algorithm design techniques., Current Module: Data Structures and Algorithms, Module Completed: Data Structures and Algorithms: 2, Module to Repeat: Data Structures and Algorithms
Student: Brion Imlacke, Student Number: 63, Program: Analysis of digital evidence for forensic purposes., Current Module: Digital Forensics Analysis, Module Completed: Digital Forensics Analysis: 88, Module to Repeat: null
Student: Brion Imlacke, Student Number: 63, Program: Basic concepts and syntax of Python programming language., Current Module: Introduction to Python Programming, Module Completed: Introduction to Python Programming: 71, Module to Repeat: null
Student: Brion Imlacke, Student Number: 63, Program: Concepts and applications of blockchain technology., Current Module: Blockchain Technology, Module Completed: Blockchain Technology: 66, Module to Repeat: null
Student: Brion Imlacke, Student Number: 63, Program: Management strategies for information security in organizations., Current Module: Information Security Management, Module Completed: Information Security Management: 35, Module to Repeat: Information Security Management
Student: Brion Imlacke, Student Number: 63, Program: Strategies and techniques for marketing in the digital age., Current Module: Digital Marketing, Module Completed: Digital Marketing: 71, Module to Repeat: null
Student: Symon Elton, Student Number: 64, Program: Principles and methodologies of software engineering., Current Module: Software Engineering Principles, Module Completed: Software Engineering Principles: 88, Module to Repeat: null
Student: Merwin Cowerd, Student Number: 65, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Damiano Faltin, Student Number: 66, Program: Analysis and manipulation of digital signals., Current Module: Digital Signal Processing, Module Completed: Digital Signal Processing: 88, Module to Repeat: null
Student: Damiano Faltin, Student Number: 66, Program: Introduction to programming concepts and basic algorithms., Current Module: Introduction to Computer Science, Module Completed: Introduction to Computer Science: 22, Module to Repeat: Introduction to Computer Science
Student: Damiano Faltin, Student Number: 66, Program: Phases and processes involved in software development., Current Module: Software Development Lifecycle, Module Completed: Software Development Lifecycle: 88, Module to Repeat: null
Student: Damiano Faltin, Student Number: 66, Program: Strategies for marketing products and services in the digital age., Current Module: Digital Marketing Strategies, Module Completed: Digital Marketing Strategies: 87, Module to Repeat: null
Student: Onofredo Imlacke, Student Number: 67, Program: Algorithms for computer vision tasks such as image recognition and object detection., Current Module: Computer Vision Algorithms, Module Completed: Computer Vision Algorithms: 88, Module to Repeat: null
Student: Kennan Clapison, Student Number: 68, Program: Fundamental concepts and techniques in data science., Current Module: Introduction to Data Science, Module Completed: Introduction to Data Science: 93, Module to Repeat: null
Student: Vernor Chittim, Student Number: 69, Program: Management strategies for information security in organizations., Current Module: Information Security Management, Module Completed: Information Security Management: 41, Module to Repeat: null
Student: Winnifred Presdee, Student Number: 70, Program: Advanced data structures and algorithm design techniques., Current Module: Data Structures and Algorithms, Module Completed: Data Structures and Algorithms: 88, Module to Repeat: null
Student: Si Brisse, Student Number: 71, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Rosco Calow, Student Number: 72, Program: Concepts and technologies for cloud-based applications and services., Current Module: Cloud Computing, Module Completed: Cloud Computing: 65, Module to Repeat: null
Student: Rosco Calow, Student Number: 72, Program: Fundamental concepts and techniques in data science., Current Module: Introduction to Data Science, Module Completed: Introduction to Data Science: 84, Module to Repeat: null
Student: Rosco Calow, Student Number: 72, Program: Fundamentals of web design and development using HTML, CSS, and JavaScript., Current Module: Web Design and Development, Module Completed: Web Design and Development: 75, Module to Repeat: null
Student: Rosco Calow, Student Number: 72, Program: Methods and techniques for testing and securing computer systems., Current Module: Ethical Hacking, Module Completed: Ethical Hacking: 91, Module to Repeat: null
Student: Foss Barrett, Student Number: 73, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Chrissy McCaskill, Student Number: 74, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Codi Kerford, Student Number: 75, Program: Concepts and principles of quantum computing., Current Module: Quantum Computing Concepts, Module Completed: Quantum Computing Concepts: 88, Module to Repeat: null
Student: Codi Kerford, Student Number: 75, Program: Techniques for enabling computers to interpret and understand visual information., Current Module: Computer Vision, Module Completed: Computer Vision: 10, Module to Repeat: Computer Vision
Student: Allissa Tivnan, Student Number: 76, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Maryjane Baulch, Student Number: 77, Program: Concepts and applications of Internet of Things (IoT)., Current Module: Introduction to Internet of Things, Module Completed: Introduction to Internet of Things: 88, Module to Repeat: null
Student: Maryjane Baulch, Student Number: 77, Program: Fundamental concepts and techniques in data science., Current Module: Introduction to Data Science, Module Completed: Introduction to Data Science: 87, Module to Repeat: null
Student: Maryjane Baulch, Student Number: 77, Program: Principles and practices for managing IT projects., Current Module: IT Project Management, Module Completed: IT Project Management: 65, Module to Repeat: null
Student: Allen Sapp, Student Number: 78, Program: Analysis of social media data for insights and trends., Current Module: Social Media Analytics, Module Completed: Social Media Analytics: 58, Module to Repeat: null
Student: Allen Sapp, Student Number: 78, Program: Fundamental concepts and techniques in game development., Current Module: Game Development Fundamentals, Module Completed: Game Development Fundamentals: 74, Module to Repeat: null
Student: Allen Sapp, Student Number: 78, Program: Fundamentals of computer networking and network protocols., Current Module: Computer Networking, Module Completed: Computer Networking: 68, Module to Repeat: null
Student: Robers Hawler, Student Number: 79, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Taylor Jozefiak, Student Number: 80, Program: Agile and traditional software development methodologies., Current Module: Software Development Methodologies, Module Completed: Software Development Methodologies: 95, Module to Repeat: null
Student: Taylor Jozefiak, Student Number: 80, Program: Principles and techniques of computer animation., Current Module: Computer Animation Principles, Module Completed: Computer Animation Principles: 8, Module to Repeat: Computer Animation Principles
Student: Taylor Jozefiak, Student Number: 80, Program: Strategies and techniques for marketing in the digital age., Current Module: Digital Marketing, Module Completed: Digital Marketing: 86, Module to Repeat: null
Student: Roddie Plumm, Student Number: 81, Program: Fundamental concepts and techniques in data science., Current Module: Introduction to Data Science, Module Completed: Introduction to Data Science: 77, Module to Repeat: null
Student: Roddie Plumm, Student Number: 81, Program: Integration of physical processes with computing and communication., Current Module: Cyber-Physical Systems, Module Completed: Cyber-Physical Systems: 93, Module to Repeat: null
Student: Roddie Plumm, Student Number: 81, Program: Processes and techniques for maintaining and updating software., Current Module: Software Maintenance, Module Completed: Software Maintenance: 88, Module to Repeat: null
Student: Nefen Stoyle, Student Number: 82, Program: Analysis of social media data for insights and trends., Current Module: Social Media Analytics, Module Completed: Social Media Analytics: 66, Module to Repeat: null
Student: Nefen Stoyle, Student Number: 82, Program: Creation and manipulation of music using computers and software., Current Module: Computer Music, Module Completed: Computer Music: 80, Module to Repeat: null
Student: Sybila Duham, Student Number: 83, Program: Composition and production of music using computer technology., Current Module: Computer Music Composition, Module Completed: Computer Music Composition: 92, Module to Repeat: null
Student: Sybila Duham, Student Number: 83, Program: Principles and techniques of computer animation., Current Module: Computer Animation Principles, Module Completed: Computer Animation Principles: 59, Module to Repeat: null
Student: Sybila Duham, Student Number: 83, Program: Visualization techniques for presenting data and information., Current Module: Data Visualization, Module Completed: Data Visualization: 13, Module to Repeat: Data Visualization
Student: Joey Usmar, Student Number: 84, Program: Techniques for creating animated graphics and visual effects., Current Module: Computer Animation, Module Completed: Computer Animation: 78, Module to Repeat: null
Student: Karlene Faustian, Student Number: 85, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Sadie Tidd, Student Number: 86, Program: Design, implementation, and management of operating systems., Current Module: Operating Systems, Module Completed: Operating Systems: 88, Module to Repeat: null
Student: Ingamar Greasty, Student Number: 87, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Patin Wilman, Student Number: 88, Program: Different models and methodologies in software development lifecycle., Current Module: Software Development Lifecycle Models, Module Completed: Software Development Lifecycle Models: 91, Module to Repeat: null
Student: Alley Brabant, Student Number: 89, Program: Applications of computer vision in various domains., Current Module: Computer Vision Applications, Module Completed: Computer Vision Applications: 43, Module to Repeat: null
Student: Chen Sammes, Student Number: 90, Program: Processes and techniques for maintaining and updating software., Current Module: Software Maintenance, Module Completed: Software Maintenance: 98, Module to Repeat: null
Student: Gusty Vearnals, Student Number: 91, Program: Introduction to Java programming language and object-oriented programming concepts., Current Module: Java Programming, Module Completed: Java Programming: 46, Module to Repeat: null
Student: Gusty Vearnals, Student Number: 91, Program: Principles and methodologies of software engineering., Current Module: Software Engineering Principles, Module Completed: Software Engineering Principles: 90, Module to Repeat: null
Student: Myrtice Leupoldt, Student Number: 92, Program: Analysis and manipulation of digital signals., Current Module: Digital Signal Processing, Module Completed: Digital Signal Processing: 88, Module to Repeat: null
Student: Myrtice Leupoldt, Student Number: 92, Program: Methods and technologies for securing computer networks., Current Module: Network Security, Module Completed: Network Security: 88, Module to Repeat: null
Student: Saw Bax, Student Number: 93, Program: Basic concepts and syntax of Python programming language., Current Module: Introduction to Python Programming, Module Completed: Introduction to Python Programming: 98, Module to Repeat: null
Student: Phillida Bramich, Student Number: 94, Program: Different models and methodologies in software development lifecycle., Current Module: Software Development Lifecycle Models, Module Completed: Software Development Lifecycle Models: 51, Module to Repeat: null
Student: Phillida Bramich, Student Number: 94, Program: Implementation of computer vision algorithms., Current Module: Computer Vision Algorithms Implementation, Module Completed: Computer Vision Algorithms Implementation: 88, Module to Repeat: null
Student: Phillida Bramich, Student Number: 94, Program: Principles and applications of quantum computing., Current Module: Quantum Computing, Module Completed: Quantum Computing: 69, Module to Repeat: null
Student: Caritta Pharro, Student Number: 95, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Roch Durling, Student Number: 96, Program: Design, construction, and operation of robots., Current Module: Robotics, Module Completed: Robotics: 88, Module to Repeat: null
Student: Roch Durling, Student Number: 96, Program: Fundamentals of computer networking and network protocols., Current Module: Computer Networking, Module Completed: Computer Networking: 88, Module to Repeat: null
Student: Kinnie Sargison, Student Number: 97, Program: Design, construction, and operation of robots., Current Module: Robotics, Module Completed: Robotics: 92, Module to Repeat: null
Student: Kinnie Sargison, Student Number: 97, Program: Ethical issues and dilemmas in computing and technology., Current Module: Computer Ethics, Module Completed: Computer Ethics: 88, Module to Repeat: null
Student: Kinnie Sargison, Student Number: 97, Program: Investigation and analysis of digital evidence for legal purposes., Current Module: Computer Forensics Investigation, Module Completed: Computer Forensics Investigation: 92, Module to Repeat: null
Student: Kristian Pester, Student Number: 98, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Slade Wain, Student Number: 99, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Cynde McIan, Student Number: 100, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Marinna Sheriff, Student Number: 101, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Theda Tschirasche, Student Number: 102, Program: Fundamental concepts and techniques in game development., Current Module: Game Development Fundamentals, Module Completed: Game Development Fundamentals: 62, Module to Repeat: null
Student: Alica Morforth, Student Number: 103, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
Student: Rosalia Giddins, Student Number: 104, Program: Methods and tools for discovering patterns in large datasets., Current Module: Data Mining, Module Completed: Data Mining: 79, Module to Repeat: null
Student: Mohammed Permain, Student Number: 105, Program: Fundamentals of web design and development using HTML, CSS, and JavaScript., Current Module: Web Design and Development, Module Completed: Web Design and Development: 87, Module to Repeat: null
Student: Dorrie Feek, Student Number: 106, Program: Methods and techniques for analyzing and interpreting complex datasets., Current Module: Data Science, Module Completed: Data Science: 88, Module to Repeat: null
Student: Winslow Mayte, Student Number: 107, Program: Practices and methodologies for managing IT projects., Current Module: IT Project Management Practices, Module Completed: IT Project Management Practices: 7, Module to Repeat: IT Project Management Practices
Student: Gustaf Barwack, Student Number: 108, Program: Applications of blockchain technology beyond cryptocurrencies., Current Module: Blockchain Technology Applications, Module Completed: Blockchain Technology Applications: 88, Module to Repeat: null
Student: Gustaf Barwack, Student Number: 108, Program: Design and development of video games., Current Module: Game Development, Module Completed: Game Development: 79, Module to Repeat: null
Student: Gustaf Barwack, Student Number: 108, Program: Introduction to Java programming language and object-oriented programming concepts., Current Module: Java Programming, Module Completed: Java Programming: 97, Module to Repeat: null
Student: Gustaf Barwack, Student Number: 108, Program: Methods and techniques for testing and securing computer systems., Current Module: Ethical Hacking, Module Completed: Ethical Hacking: 88, Module to Repeat: null
Student: Gustaf Barwack, Student Number: 108, Program: Techniques for creating animated graphics and visual effects., Current Module: Computer Animation, Module Completed: Computer Animation: 90, Module to Repeat: null
Student: Amii Squibbs, Student Number: 109, Program: null, Current Module: null, Module Completed: null, Module to Repeat: null
